Product code,Category,Ingredient List,Serving Size (g),Calories,Total Fat (g),Saturated Fat (g),Trans Fat (g),Polyunsaturated Fat (g),Monounsaturated Fat (g),Cholesterol (mg),Sodium (mg),Total Carbohydrate (g),Dietary Fiber (g),Total Sugars (g),Added Sugars (g),Protein (g),Vitamin D (mcg),Calcium (mg),Iron (mg),Potassium (mg),image_path
517,Chicken_Strips,"Water, Protein Blend (Pea Protein, Soy Protein, Wheat Gluten, Pea Hull Fiber, Pea Hull Flour, Pea Protein Fermented by Shiitake Mycelia), Sunflower Oil, Contains Less Than 2% of: Onion*, Garlic*, Spice, Salt, Natural Flavor, Yeast Extract, Acacia Gum, Dextrose",75.0,187.0,9.3,0.5,0.0,0.8,4.2,0.0,746.7,6.7,0.0,0.0,1.1,20.0,0.0,0.0,1.3,611.8,images/Chicken_Strips/517.jpg
106,Cream_Cheese,"Lentil Preparation (Purified Water, 1.1% Lentil Protein), Vegetable Oils (Coconut, Rapeseed), Starch, Beet Sugar, Rock Salt, Flavourings, Vitamin B12",103.0,156.0,15.0,2.3,0.0,0.0,0.0,0.0,120.0,4.8,0.0,1.1,0.0,0.6,,,,,images/Cream_Cheese/106.jpg
136,Cream_Cheese,"Organic Sunflower Seeds, Water, Coconut Oil, Natural Flavors, Salt, Xanthan & Guar Gums, Probiotic Cultures",29.0,80.0,7.0,5.0,0.0,0.0,0.0,0.0,170.0,3.0,0.0,0.0,0.0,3.0,,,,,images/Cream_Cheese/136.jpg
159,Cream_Cheese,"Almond Milk (Water, Almonds), Salt, Rowanberry Fruit Extract (To Preserve Freshness), Enzyme, Xanthan Gum, Guar Gum, Cultures, Lactic Acid.",33.0,70.0,6.0,0.0,0.0,0.0,0.0,0.0,200.0,2.0,0.0,1.0,0.0,2.0,,,,,images/Cream_Cheese/159.jpg
211,Cream_Cheese,"Animal-Free Cream (Water, Coconut Oil, Non-Animal Whey Protein), Modified Food Starch, Contains 2% Or Less Of: Cultures, Potato Protein, Rowanberry Fruit Extract (Preservative), Lactic Acid, Salt, Sugar, Natural Flavor.",28.0,80.0,8.0,8.4,0.0,0.0,0.0,0.0,140.0,2.0,0.0,0.0,0.0,1.0,,,,,images/Cream_Cheese/211.jpg
239,Cream_Cheese,"Filtered Water, Coconut Oil, Potato Starch, Salt (Sea Salt), Glucono-Delta-Lactone, Flavor (Vegan Sources), Olive Extract, Vitamin B12.
",30.0,70.0,7.0,6.0,0.0,0.0,0.0,0.0,140.0,2.0,0.0,0.0,0.0,0.0,,,,,images/Cream_Cheese/239.jpg
258,Cream_Cheese,"Oat Cream Blend (Water, Gluten-free Oat Flour, Pea Protein, Cultures, Enzymes), Coconut Oil, Modified Potato Starch, Calcium Phosphate, Natural Flavors, Less Than 2% Of: Salt, Cane Sugar, Turmeric (Color), Locust Bean Gum, Lactic Acid.",30.0,60.0,6.0,5.0,0.0,0.0,0.0,0.0,120.0,3.0,0.0,0.0,0.0,0.0,,,,,images/Cream_Cheese/258.jpg
293,Cream_Cheese,"Cashew Cream (Filtered Water, Cashews), High Oleic Expeller Pressed Sunflower Oil, Sea Salt, Cultured Brown Rice, Cultures.",28.0,90.0,7.0,1.0,0.0,0.0,0.0,0.0,100.0,4.0,0.0,,0.0,3.0,,,,,images/Cream_Cheese/293.jpg
308,Cream_Cheese,"Organic Cultured Cashew Milk (Organic Cashews, Filtered Water), Organic Coconut Cream, Sea Salt, Natural Flavors, Cultures. Contains: Cashews, Coconut.",30.0,90.0,8.0,2.5,0.0,0.0,0.0,0.0,115.0,4.0,0.0,1.0,0.0,3.0,,,,,images/Cream_Cheese/308.jpg
310,Cream_Cheese,"Filtered Water, Coconut Oil, Tapioca Flour, Coconut Cream, Natural Flavors, Salt, Pea Protein, Cane Sugar, Xanthan Gum, Enzyme, Lactic Acid, Guar Gum, Turmeric",30.0,60.0,5.0,6.5,0.0,0.0,0.0,0.0,115.0,3.0,0.0,,0.0,0.0,,,,,images/Cream_Cheese/310.jpg
311,Cream_Cheese,"Filtered Water, Coconut Oil, Modified Starches (Potato, Corn), Salt, Potato Protein Isolate, Chives, Onion, Cane Sugar, Cultured Sugar (To Retain Freshness), White Pepper, Lactic Acid, Natural Flavor, Annatto Extract (For Color)

",28.0,70.0,7.0,4.2,0.0,0.0,0.0,0.0,115.0,3.0,0.0,0.0,0.0,0.0,,,,,images/Cream_Cheese/311.jpg
353,Cream_Cheese,"Animal-Free Cream (Water, Coconut Oil, Non-Animal Whey Protein), Strawberries, Sugar, Non-GMO Modified Potato Starch, Non-GMO Modified Corn Starch, Contains 2% or Less of: Cultures, Salt, Potato Protein, Rowanberry Fruit Extract (Antioxidant), Lactic Acid, Natural Flavor.",28.0,80.0,7.0,3.2,0.0,0.0,0.0,0.0,100.0,3.0,0.0,0.0,0.0,0.9,,,,,images/Cream_Cheese/353.jpg
371,Cream_Cheese,"Organic Cashews, Filtered Water, Organic Coconut Cream, Sea Salt, Organic Green Onions, Organic White Pepper, Cultures",28.0,90.0,7.0,6.7,0.0,0.0,0.0,0.0,110.0,4.0,0.0,0.0,0.0,3.0,,,,,images/Cream_Cheese/371.jpg
378,Cream_Cheese,"Water, Coconut Oil, Modified Potato Starch, Faba Bean Protein, Contains Less Than 2% Of Maltodextrin, Salt, Guar Gum, Lactic Acid, Sorbic Acid As A Preservative, Natural Flavor, Citric Acid.
",28.0,60.0,6.0,6.0,0.0,0.0,0.0,0.0,170.0,2.0,0.0,0.0,0.0,0.0,,,,,images/Cream_Cheese/378.jpg
416,Cream_Cheese,"Live Cultures (Incl. Bifidobacterium Lactis (Hn019tm), Lactobacillus Acidophilus (Ncfm), Coconut Oil, Starch Blend (Potato Starch, Modified Food Starch), Canola Oil, Less Than 2% Of Potato Protein, Salt, Calcium Phosphate, Xanthan Gum, Sugar, Rowanberry Extract (To Preserve Freshness).",30.0,70.0,6.0,5.0,0.0,0.0,0.0,0.0,95.0,2.0,0.0,0.0,0.0,1.0,,,,,images/Cream_Cheese/416.jpg
424,Cream_Cheese,"Filtered Water, Cashews, Chickpeas, Carrots, Coconut, Cream, Sea Salt, Onions, Cabbage, Granulated Garlic, Chives, Live Active Cultures",28.0,45.0,2.5,0.0,0.0,0.0,0.0,0.0,160.0,4.0,0.0,,0.0,2.0,,,,,images/Cream_Cheese/424.jpg
434,Cream_Cheese,"Organic Cashews, Filtered Water, Sea Salt, Cultures",30.0,80.0,7.0,5.8,0.0,0.0,0.0,0.0,180.0,5.0,0.0,0.0,0.0,3.0,,,,,images/Cream_Cheese/434.jpg
452,Cream_Cheese,"Pasteurized Milk and Cream, Salt, Carob Bean Gum, Cheese Culture.",28.0,100.0,10.0,6.0,0.0,30.0,0.0,0.0,100.0,,0.0,,0.0,2.0,,,,,images/Cream_Cheese/452.jpg
453,Cream_Cheese,"Water, Coconut Oil, Modified Potato Starch, Chickpea Protein, Sugar, Salt, Natural Flavors, Sodium Citrate, Deactivated Yeast, Lactic Acid, Citric Acid, Yeast Extract, Guar Gum, Xanthan Gum, Nisin.",28.0,90.0,9.0,8.0,0.0,0.0,0.0,0.0,160.0,4.0,0.0,0.0,0.0,0.0,,,,,images/Cream_Cheese/453.jpg
461,Cream_Cheese,"Water, Palm Oil, Maltodextrin, NON-GMO (Soy Protein, Tofu), Veg Lactic Acid, Locust bean, Guar, Cellulose and Xanthan Gums, Brown Rice, Agar, Vinegar, Sugar, Salt",57.0,90.0,5.0,1.5,0.0,0.0,0.0,0.0,220.0,,0.0,0.0,0.0,1.0,,,,,images/Cream_Cheese/461.jpg
483,Cream_Cheese,"Almond Milk (Water, Almonds), Salt, Rowanberry Fruit Extract (To Preserve Freshness), Enzyme, Xanthan Gum, Guar Gum, Cultures, Lactic Acid.",33.0,70.0,6.0,0.0,0.0,0.0,0.0,0.0,200.0,2.0,0.0,1.0,0.0,2.0,,,,,images/Cream_Cheese/483.jpg
500,Cream_Cheese,"Water, Palm Oil, Maltodextrin, NON-GMO (Soy Protein, Tofu), Non-Dairy Lactic Acid, Locust Bean, Guar and Xanthan Gums, Sugar, Salt",30.0,90.0,8.0,4.0,0.0,0.0,0.0,0.0,125.0,2.0,0.0,0.0,0.0,1.0,,,,,images/Cream_Cheese/500.jpg
545,Cream_Cheese,"Water, Palm Oil, Maltodextrin, NON-GMO (Soy Protein, Tofu), Non-Dairy Lactic Acid, Locust Bean, Guar and Xanthan Gums, Chives, Onion, Parsley, Sugar, Salt
",30.0,90.0,9.0,2.6,0.0,0.0,0.0,0.0,135.0,2.0,0.0,1.1,0.0,1.0,,,,,images/Cream_Cheese/545.jpg
110,Creamer,"Oatmilk (Water, Oats), Cane Sugar, Sunflower Oil, Less than 2% of: Baking Soda, Dipotassium Phosphate, Gellan Gum, Natural Flavors, Pea Protein, Sea Salt, Sunflower Lecithin, Vitamin C (Stabilizer).",15.0,25.0,1.0,0.0,0.0,0.0,0.0,0.0,20.0,4.0,0.0,4.0,4.0,0.0,,,,,images/Creamer/110.jpg
138,Creamer,"Plant Milk (Water, Lentil Protein), Sugar, Canola Oil, Natural Flavors, Polysorbate 60, Dipotassium Phosphate, Salt, Gellan Gum, Beta Carotene (Color).",15.0,30.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,3.0,0.0,,,,,images/Creamer/138.jpg
181,Creamer,"Soymilk (Filtered Water, Soybeans), Cane Sugar, Palm Oil, Maltodextrin, Contains 2% or less of: Soy Lecithin, Natural Flavor, Tapioca Starch, Locust Bean Gum, Dipotassium Phosphate.",15.4,30.0,1.5,1.2,0.0,0.0,0.0,0.0,0.0,4.0,0.0,5.1,2.5,0.0,,,,,images/Creamer/181.jpg
189,Creamer,"Almond Milk (Water, Almonds), Oat Milk (Water, Oat Flour), Sugar, Coconut Oil, Pea Protein, Potassium Citrate, Baking Soda, Natural Flavor, Gellan Gum, Guar Gum (From The Guar Plant)",15.4,200.0,6.7,0.0,0.0,0.0,0.0,0.0,133.3,33.3,0.0,2.1,0.0,0.0,,,,,images/Creamer/189.jpg
203,Creamer,"Oatmilk (Filtered Water, Whole Oat Flour), Cane Sugar, Sunflower Oil, Pea Protein, Potassium Citrate, Baking Soda, Natural Flavor, Gellan Gum",15.4,25.0,1.0,0.0,0.0,0.0,0.0,0.0,20.0,4.0,0.0,3.3,2.7,0.0,,,,,images/Creamer/203.jpg
247,Creamer,"Oatmilk (Filtered Water, Whole Grain Oats), Hemp Cream (Filtered Water, Hemp Seeds), Cane Sugar, Contains 2% or Less of: Dipotassium Phosphate, Natural Flavors",15.4,100.0,3.3,0.0,0.0,0.0,0.0,0.0,0.0,13.3,0.0,1.1,5.4,0.0,,,,,images/Creamer/247.jpg
250,Creamer,"Cashew Milk (Cashews, Water), Oat Milk (Water, Gluten-Free Oats), Cane Sugar, Natural Flavors, Pectin.",15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,,,,,images/Creamer/250.jpg
263,Creamer,"Water, Coconut Cream, Almonds, Natural Flavors, Acacia Gum, Dipotassium Phosphate, Sunflower Lecithin, Sea Salt, Gellan Gum",15.4,67.0,6.7,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,3.3,0.0,,,,,images/Creamer/263.jpg
267,Creamer,"Oatmilk (Water, Oats), Liquid Sugar (Sugar, Water), Low Erucic Acid Rapeseed Oil, Natural Flavor, Dipotassium Phosphate, Hydrolyzed Sunflower Lecithin, Gum Acacia, Calcium Carbonate, Gellan Gum, Sea Salt.",15.0,30.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,0.0,4.0,4.0,0.0,,,,,images/Creamer/267.jpg
277,Creamer,"Filtered Water, Gluten-Free Oats, Coconut Sugar, Cashews, Coconut Cream, Baking Soda, Coconut, Cashews.",15.0,15.0,0.5,0.0,0.0,0.0,0.0,0.0,30.0,2.0,0.0,1.0,1.0,0.0,,,,,images/Creamer/277.jpg
284,Creamer,"Organic Coconut milk (Filtered Water, Organic Coconut Cream), Organic Cane Sugar, Organic Coconut Oil, Potassium Citrate, Organic Pea Protein Isolate, Sodium Citrate, Gellan Gum, Organic Natural Flavor",15.4,30.0,1.0,0.0,0.0,0.0,0.0,0.0,15.0,4.0,0.0,4.2,2.5,0.0,,,,,images/Creamer/284.jpg
294,Creamer,"Almondmilk (Filtered Water, Almonds), Cane Sugar, Sunflower Oil, Pea Protein, Potassium Citrate, Salt, Baking Soda, Sunflower Lecithin, Natural Flavor, Gellan Gum.",15.0,25.0,1.0,0.0,0.0,0.0,0.0,0.0,20.0,4.0,0.0,4.0,4.0,0.0,,,,,images/Creamer/294.jpg
298,Creamer,"Coconut Milk (Water, Coconut Cream), Organic Coconut Sugar, Organic Coconut Oil, Gum Acacia, Gellan Gum, Organic Lion's Mane Mushroom Extract, Baking Soda, Organic Reishi Mushroom Extract.",15.0,20.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,2.0,0.0,,,,,images/Creamer/298.jpg
322,Creamer,"Oatmilk (Water, Whole Oat Flour), Sunflower Oil, Calcium Phosphate, Dipotassium Phosphate, Sunflower Lecithin, Guar Gum, Natural Flavors, Sea Salt, Gellan Gum",15.4,67.0,6.7,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,3.5,0.0,,,,,images/Creamer/322.jpg
344,Creamer,"Almondmilk (Water, Almonds), Cane Sugar, Sunflower Oil, Natural Vanilla Flavor with Other Natural Flavor, Sunflower Lecithin, Calcium Carbonate, Sea Salt, Potassium Citrate, Locust Bean Gum, Gellan Gum",15.4,133.0,6.7,0.0,0.0,0.0,0.0,0.0,66.7,20.0,0.0,4.5,1.5,0.0,,,,,images/Creamer/344.jpg
349,Creamer,"Almondmilk (Water, Almonds), Erythritol, Coconut Cream, Calcium Phosphate, Inulin, Dipotassium Phosphate, Sunflower Lecithin, Natural Flavors, Guar Gum, Sea Salt, Gellan Gum, Stevia Leaf Extract (Reb A)",15.4,33.0,3.3,0.0,0.0,0.0,0.0,0.0,0.0,13.3,0.0,2.7,1.6,0.0,,,,,images/Creamer/349.jpg
350,Creamer,"Almondmilk (Filtered Water, Almonds), Cane Sugar, High Oleic Sunflower Oil, Pea Protein, Potassium Citrate, Salt, Baking Soda, Sunflower Lecithin, Natural Flavor, Gellan Gum",15.4,25.0,1.0,1.0,0.0,0.0,0.0,0.0,20.0,4.0,0.0,3.1,3.0,0.0,,,,,images/Creamer/350.jpg
365,Creamer,"Milk, Cream, Cane Sugar, Natural Flavors.",15.0,35.0,1.5,1.0,0.0,0.0,0.0,5.0,10.0,5.0,0.0,5.0,5.0,0.0,,,,,images/Creamer/365.jpg
386,Creamer,"Organic Oatmilk (Filtered Water, Organic Hydrolyzed Oats), Organic Cane Sugar, Organic Canola Oil, Contains 2% or less of: Organic Natural Flavor, Sea Salt, Calcium Carbonate, Potassium Citrate, Gellan Gum, Baking Soda.",15.0,30.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,5.0,0.0,4.0,4.0,0.0,,,,,images/Creamer/386.jpg
476,Creamer,"Almond Milk (Water, Almonds), Coconut Milk (Water, Coconut Cream), Organic Cane Sugar, Contains 2% or less of: Dipotassium Phosphate, Acacia Gum, Sunflower Lecithin, Natural Flavors, Guar Gum, Sea Salt, Gellan Gum",15.0,25.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,,,,,images/Creamer/476.jpg
529,Creamer,"Water, Sugar, Soybean Oil, Less than 2% of Micellar Casein (a milk derivative), Dipotassium Phosphate, Mono and Diglycerides, Salt, Cellulose Gel, Natural and Artificial Flavor, Cellulose Gum, Carrageenan, Sucralose.",15.0,35.0,1.5,0.0,0.0,0.0,0.0,0.0,15.0,5.0,0.0,5.0,5.0,0.0,,,,,images/Creamer/529.jpg
543,Creamer,"Oatmilk (Filtered Water, Oats), Cane Sugar, Sunflower Oil, Natural Flavors, Sunflower Lecithin, Dipotassium Phosphate, Pea Protein, Baking Soda, Sea Salt, Vitamin C (Stabilizer) And Gellan Gum",15.4,167.0,6.7,0.2,0.0,0.0,0.0,0.0,133.3,26.7,0.0,3.9,4.5,0.0,,,,,images/Creamer/543.jpg
102,Deli_Ham,"Filtered water, vital wheat gluten, expeller pressed safflower oil, barley malt extract, yeast extract (yeast, salt, cane sugar), garlic, granulated garlic, onion powder, wheat flour, lentils, sea salt, cultured cane sugar, vinegar, carrots, organic wheat flakes, lemon juice concentrate, yellow pea flour, spices",55.0,140.0,5.0,0.0,0.0,0.0,6.4,0.0,400.0,6.0,3.6,0.8,,17.0,0.0,0.0,1.0,0.0,images/Deli_Ham/102.jpg
123,Deli_Ham,"Water, Wheat Gluten, Soy Protein Isolate, Cane Sugar, Natural Flavor, Tapioca Starch, Yeast Extract, Sea Salt, Salt, Carrageenan, Caramel Color, Natural Smoke Flavor, Red Yeast Rice Powder, Paprika Extract.",,70.0,0.0,0.0,0.0,0.0,0.0,0.0,240.0,4.0,0.0,2.0,1.0,11.0,0.0,17.0,2.0,187.0,images/Deli_Ham/123.jpg
137,Deli_Ham,"Water, Organic Canola Oil, Organic Pea Protein, Organic Wheat Gluten, Organic Spices, Organic Maltodextrin, Organic Dextrose, Sea Salt, Organic Vinegar, Xanthan Gum, Locust Bean Gum, Organic Red Beet Concentrate, Organic Paprika Extract, Organic Tomato Concentrate, Calcium Citrate.",40.0,175.0,15.0,0.9,0.0,,,0.0,625.0,5.0,0.0,3.7,0.0,7.5,0.0,0.0,0.0,225.1,images/Deli_Ham/137.jpg
168,Deli_Ham,"Ham, Water, Sugar, Vinegar, Contains Less Than 2% Of Salt, Cultured Celery Juice*, Sodium Phosphates, Cherry Powder. *Ingredient To Support Quality",56.0,60.0,1.5,0.0,0.0,,,30.0,500.0,3.0,0.0,2.0,,10.0,,0.0,0.36,,images/Deli_Ham/168.jpg
169,Deli_Ham,"Water, vital wheat gluten, tofu (water, soybeans, magnesium chloride, calcium chloride), soy sauce (water, soybeans, wheat, salt), expeller pressed canola oil, natural flavors, sea salt, contains less than 2% of onion, carrot, celery, garlic, leek, lemon juice concentrate, cornstarch, garbanzo bean flour, white bean flour, rosemary extract, calcium lactate, potassium chloride",52.0,100.0,3.5,0.0,0.0,,,0.0,350.0,5.0,0.0,0.8,0.0,13.0,0.0,0.0,1.1,269.5,
192,Deli_Ham,"Water, Soy Protein Isolate, Wheat Gluten, Soybean Oil, Natural Flavor, Salt, Sunflower Oil, Glutamic Acid, Contains 2% Or Less Of: Cane Sugar, Carrageenan, Dehydrated Garlic, Canola Oil, Oleoresin Paprika (Color), Red Rice Flour (Color)",52.0,90.0,3.0,0.0,0.0,0.0,0.0,0.0,530.0,3.0,5.9,4.5,,13.0,0.0,0.0,1.5,0.0,images/Deli_Ham/192.jpg
196,Deli_Ham,"Water, Textured Vegetable Protein (15%) (<strong>Wheat</strong>, Pea), <strong>Wheat</strong> Gluten, Sunflower Oil, Pea Protein (2%), Natural Flavouring, Gelling Agent: Agar, Concentrate (Radish, Carrot), Potato Protein (1.5%), Salt, Apple Vinegar, Acidity Regulator: Lactic Acid, Demerara Sugar, Dextrose, Cornflour, Yeast Extract, Apple Wood Smoked Paprika (<0.5%), Onion Powder, Burnt Sugar, Rapeseed Oil",100.0,227.0,10.0,1.1,0.0,0.0,0.0,0.0,600.0,9.1,1.8,4.2,0.0,24.0,0.0,0.0,0.0,0.0,images/Deli_Ham/196.jpg
197,Deli_Ham,"Water, Wheat Gluten, Lentils (Water, Salt, Calcium Chloride), Apple Cider Vinegar, 100% Non GMO Expeller Pressed Refined Canola Oil, Organic Steamed Black, Rice Flour, Onion, Pea Protein, Soy Sauce (Water, Wheat, Soybeans, Salt, Lactic Acid), Sea Salt, Nutritional Yeast (Inactive Dry Yeast, Vitamin B3, Vitamin B1, Vitamin B2, Vitamin B6, Folic Acid, Vitamin B12), Cultured Dextrose, Onion Powder, Dijon Mustard (Water, Mustard Seeds, Vinegar, Salt), Organic Beets, 100% Organic Unhulled Black Sesame Seeds, Organic Brown Sugar, Garlic, Dry Mustard, Natural Flavoring, Dried Shiitake Mushrooms (Naturally Occurring Sulfite), Garlic, Black Pepper, Thyme, Sage, Rosemary",57.0,140.0,4.0,0.0,0.0,0.0,0.0,0.0,440.0,8.0,3.3,3.0,1.1,16.0,0.0,0.0,1.1,44.3,
222,Deli_Ham,"Rehydrated pea protein 91%, SOYA protein, flavourings, concentrated radish juice, salt, acidity regulator: potassium acetates, preservative: vegan lactic acid.",100.0,110.0,1.6,0.7,0.0,0.0,0.0,0.0,800.0,3.2,2.5,0.3,0.0,19.5,0.0,0.0,0.0,0.0,
223,Deli_Ham,"Water, vital wheat gluten, tofu (water, soybeans, magnesium chloride, calcium chloride), expeller pressed canola oil, natural flavor, garlic puree, contains less than 2% of sea salt, spices, onion powder, garbanzo bean flour, white bean flour, cornstarch, oat fiber, lemon juice concentrate, natural smoke flavor, color (annatto), sunflower oil, potassium chloride, gum arabic, xanthan gum",52.0,110.0,3.5,0.4,0.0,0.0,0.0,0.0,440.0,6.0,4.7,0.9,0.0,14.0,0.0,0.0,1.2,0.0,images/Deli_Ham/223.jpg
243,Deli_Ham,"Koji Culture, Yeast, Water, Natural Flavor, Konjac Root Flour, Rice Bran Oil, less than 2 percent of: Sea Salt, Rice, Spices, Natural Smoke Flavor, Natural Lycopene For Color, Sesame Oil, Hydrated Lime, Sodium Ascorbate (Vitamin C)",56.0,90.0,3.5,0.0,0.0,0.0,0.0,0.0,480.0,7.0,4.0,1.0,1.0,7.0,0.0,76.0,0.0,161.0,
244,Deli_Ham,"Water, Organic Pea Protein, Organic Expeller Pressed Canola Oil, Organic Hemp Protein, Organic Spices, Carob Bean Gum, Xanthan Gum, Organic Maltodextrin, Sea Salt, Organic Vinegar, Organic Red Beet Concentrate, Calcium Citrate.",40.0,188.0,12.5,0.9,0.0,0.0,0.0,0.0,625.0,2.5,3.7,1.1,1.1,10.0,0.0,0.0,0.0,0.0,
283,Deli_Ham,"Water, Textured Wheat Protein 5.596 (1wheat Protein, wheta Flour), Thickners (Gellan, Agar Agar), Fermented Onion Extract, Natural Flavor, Hydrolyzed Wheat Protein 296, Acidulants (Sodium Citrate, Lactic Acid), Table Salt, Coloring Plant Extracts (Carrots, Peppers, Beetroot, Fenugreek)",100.0,42.0,0.4,0.1,0.0,0.0,0.0,0.0,0.0,3.0,3.4,0.5,0.0,5.0,0.0,0.0,0.0,0.0,
380,Deli_Ham,"Water, vital wheat gluten, tofu (water, soybeans, magnesium chloride, calcium chloride), expeller pressed canola oil, contains less than 2% of granulated garlic, sea salt, spices, cane sugar, natural flavors, natural smoke flavor, color (lycopene, purple carrot juice), oat fiber, carrageenan, dextrose, konjac, potassium chloride, xanthan gum. CONTAINS: SOY, WHEAT.",52.0,100.0,3.5,0.0,0.0,0.0,0.0,0.0,290.0,4.0,1.0,1.0,0.0,13.0,0.0,20.0,0.0,510.0,
399,Deli_Ham,"Vital Wheat Gluten, Vegetable Broth, Soy Sauce, Apple Cider Vinegar, Garlic, Olive Oil, Spices",86.0,170.0,2.5,0.3,0.0,0.0,0.0,0.0,690.0,13.0,8.6,3.4,0.0,25.0,0.0,0.0,0.0,0.0,
438,Deli_Ham,"Rehydrated Textured SOYA Protein (41%)(Water, SOYA Protein, Modified Corn Starch), Rehydrated Textured WHEAT Protein (15%)(Water, WHEAT Protein, WHEAT Starch, Pea Protein*), Water, WHEAT Protein, Vegetable Oils (Rapeseed and/or Sunflower), Gelling Agents: Carrageenan, Konjac Gum; SOYA Protein, OAT Fibre, Salt, Sugar, Natural Flavourings, Colouring Foods: Radish, Carrot; Acidity Regulator: Citric Acid; BARLEY Yeast Extract, Shiitake Mushroom Powder, Bay Powder",100.0,159.0,5.8,0.6,0.0,0.0,0.0,0.0,800.0,5.7,5.0,3.6,0.0,19.0,0.0,0.0,0.0,0.0,images/Deli_Ham/438.jpg
447,Deli_Ham,"Water, Vital Wheat Gluten, Canola Oil, Seasoning (Natural Flavor, Maltodextrin, Yeast Extract, Salt, Dried Yeast, Sodium Phosphate), 2% Or Less Of Sea Salt, Cane Sugar, Spice, Natural Rosemary Extract, Caramel Color",53.0,120.0,4.0,1.5,0.0,0.0,0.0,0.0,190.0,5.0,5.5,2.6,0.0,15.0,0.0,0.0,0.0,0.0,images/Deli_Ham/447.jpg
451,Deli_Ham,"Water, Vital Wheat Gluten, Tofu (Water, Soybeans Magnesium Chloride, Calcium Chloride), Expeller Pressed Canola Oil, Cane Sugar, Contains Less Than 2% of Sea Salt, Spices, Granulated Garlic, Onion Powder, Natural Flavor, Natural Smoke Flavor, Color (Lycopene, Purple Carrot Juice), Oat Fiber, Carrageenan, Dextrose, Konjac, Potassium Chloride, Sunflower Oil, Xanthan Gum",52.0,110.0,4.0,1.1,0.0,0.0,0.0,0.0,350.0,6.0,0.0,2.3,0.0,14.0,0.0,0.0,1.1,0.0,
467,Deli_Ham,"Mycoprotein (74%), Rehydrated Free Range Egg White, Milk Proteins, Natural Flavourings (contain Milk, Colour: Iron Oxide), Pea Fibre, Humectant: Sorbitol, Preservative: Potassium Sorbate.",100.0,123.0,2.7,1.2,0.0,0.0,0.0,0.0,860.0,5.2,5.4,0.8,0.0,16.6,0.0,0.0,0.0,0.0,
507,Deli_Ham,"Vegan ham sausage alternative with sunflower protein (2%), cooked drinking water, rapeseed oil, bamboo fiber, spice extracts, sunflower protein, table salt, natural flavor, glucose, citrus fiber, thickener: carrageenan, tara gum, konjac; spices, potato protein, coloring: anthocyanins, carotenes",100.0,117.0,9.0,0.7,0.0,2.6,5.7,0.0,840.0,2.9,8.0,1.5,0.0,2.2,0.0,0.0,0.0,0.0,images/Deli_Ham/507.jpg
167,Deli_Turkey,"Water, wheat gluten, soy protein isolate, soybean oil, dehydrated vegetables (onion, garlic,tomato), contains less than 2% of: spices, sea salt, wheat starch, carrageenan, natural flavor, salt, gum arabic, yeast extract, smoked paprika (color), cane sugar, natural smoke flavor.",52.0,290.0,11.0,2.0,0.0,7.0,2.0,0.0,1030.0,13.0,2.0,2.0,1.0,18.0,0.0,90.0,3.5,240.0,images/Deli_Turkey/167.jpg
282,Deli_Turkey,"Mycoprotein (65%), Egg White, Yeast Extract, Milk Proteins, Pea Fiber. Contains 2% or less of Canola Oil, Natural Flavor, Onion Powder, Sage, Potato Maltodextrin, Sugar, Salt, Tapioca Dextrin",64.0,70.0,2.5,0.0,0.0,7.4,0.0,0.0,360.0,7.0,3.4,0.9,1.0,9.0,0.0,0.0,0.0,165.2,images/Deli_Turkey/282.jpg
302,Deli_Turkey,"Water, Wheat Gluten, Cannellini Beans (Water, Sea Salt), Corn Kernel, Chickpea Flour, Apple Cider Vinegar, Canola Oil (Non Gmo), Sea Salt, Spices, Celery, Onion, Black Pepper, Nutritional Yeast (Inactive Dry Yeast, Vitamin B3, Vitamin B1, Vitamin B2, Vitamin B6, Folic Acid, Vitamin B12), Yeast Extract, Soy Sauce (Water, Wheat, Soybeans, Salt, Lactic Acid), Shiitake Mushroom Powder, Titanium White (Less Than .10% For Color)",57.0,110.0,3.5,0.0,0.0,0.0,0.0,0.0,380.0,7.0,1.0,0.99,0.0,16.0,0.0,20.0,1.2,0.0,images/Deli_Turkey/302.jpg
